txn_id,timestamp,from_acct,to_acct,amount,anomaly_type,label
T15520,2024-09-23 12:23:00,A0127,A0005,9281.83,normal,0
T803,2024-09-23 12:32:00,A0223,A0368,9827.55,normal,0
T3690,2024-09-23 12:44:00,A0341,A0462,9239.28,normal,0
T13409,2024-09-23 12:51:00,A0027,A0482,1318.71,normal,0
T1873,2024-09-23 13:23:00,A0256,A0094,5398.62,normal,0
T11039,2024-09-23 13:30:00,A0098,A0350,8962.52,normal,0
T12044,2024-09-23 13:44:00,A0456,A0176,8532.55,normal,0
T5597,2024-09-23 13:47:00,A0437,A0023,9503.52,normal,0
T19446,2024-09-23 14:02:00,A0023,A0309,6916.64,normal,0
T7533,2024-09-23 14:02:00,A0086,A0380,1104.07,normal,0
T16469,2024-09-23 14:03:00,A0070,A0155,5309.1,normal,0
T8628,2024-09-23 14:08:00,A0330,A0068,5341.21,normal,0
T2528,2024-09-23 14:11:00,A0447,A0203,4461.36,normal,0
T5562,2024-09-23 14:21:00,A0175,A0119,9067.17,normal,0
T7040,2024-09-23 14:33:00,A0316,A0314,641.05,normal,0
T6013,2024-09-23 14:55:00,A0345,A0390,9804.93,normal,0
T12147,2024-09-23 15:01:00,A0493,A0353,6223.5,normal,0
T13542,2024-09-23 15:13:00,A0216,A0227,3598.18,normal,0
T3946,2024-09-23 15:23:00,A0346,A0384,5862.52,normal,0
T3879,2024-09-23 15:40:00,A0045,A0382,138.43,normal,0
T16303,2024-09-23 15:52:00,A0493,A0249,6011.9,normal,0
T7482,2024-09-23 15:55:00,A0073,A0085,4241.41,normal,0
T21839,2024-09-23 16:03:00,A0360,A0360,7224.3,self_loop,1
T13332,2024-09-23 16:04:00,A0086,A0026,6158.8,normal,0
T16035,2024-09-23 16:12:00,A0325,A0034,3781.29,normal,0
T15930,2024-09-23 16:17:00,A0180,A0036,2448.32,normal,0
T8192,2024-09-23 16:18:00,A0356,A0249,7803.77,normal,0
T6662,2024-09-23 16:22:00,A0060,A0136,5271.63,normal,0
T6554,2024-09-23 16:27:00,A0400,A0445,5680.35,normal,0
T7550,2024-09-23 16:29:00,A0121,A0240,7657.1,normal,0
T134,2024-09-23 16:44:00,A0081,A0038,4473.12,normal,0
T269,2024-09-23 16:49:00,A0479,A0408,7244.48,normal,0
T21688,2024-09-23 17:02:00,A0173,A0173,7050.31,self_loop,1
T9681,2024-09-23 17:04:00,A0400,A0446,6852.03,normal,0
T10778,2024-09-23 17:11:00,A0228,A0300,2675.42,normal,0
T19065,2024-09-23 17:12:00,A0053,A0241,4315.41,normal,0
T18984,2024-09-23 17:18:00,A0189,A0264,7100.34,normal,0
T13478,2024-09-23 17:28:00,A0246,A0009,2749.9,normal,0
T664,2024-09-23 17:31:00,A0418,A0389,8494.67,normal,0
T10890,2024-09-23 17:41:00,A0270,A0323,3389.16,normal,0
T6815,2024-09-23 17:43:00,A0184,A0113,1872.76,normal,0
T9839,2024-09-23 17:43:00,A0281,A0131,2488.91,normal,0
T4096,2024-09-23 17:46:00,A0422,A0376,9739.8,normal,0
T15545,2024-09-23 17:51:00,A0398,A0026,5599.49,normal,0
T1130,2024-09-23 18:12:00,A0150,A0189,9705.68,normal,0
T8820,2024-09-23 18:13:00,A0045,A0157,3568.99,normal,0
T5019,2024-09-23 18:31:00,A0297,A0096,890.14,normal,0
T12552,2024-09-23 18:32:00,A0141,A0237,7061.09,normal,0
T21196,2024-09-23 19:07:00,A0328,A0328,6418.56,self_loop,1
T21537,2024-09-23 19:45:00,A0175,A0175,4845.02,self_loop,1
T12790,2024-09-23 20:58:00,A0331,A0109,3838.69,normal,0
T23289,2024-09-24 00:28:00,A0288,A0058,2591.55,after_hours,1
T23743,2024-09-24 00:37:00,A0457,A0348,3409.34,after_hours,1
T23424,2024-09-24 00:52:00,A0328,A0103,6964.71,after_hours,1
T23272,2024-09-24 04:57:00,A0457,A0390,5069.7,after_hours,1
T23250,2024-09-24 05:58:00,A0378,A0049,6785.68,after_hours,1
T2601,2024-09-24 06:16:00,A0477,A0094,9074.41,normal,0
T20328,2024-09-24 06:25:00,A0113,A0333,6041.12,circular_flow,1
T20329,2024-09-24 06:25:00,A0333,A0380,5941.12,circular_flow,1
T20330,2024-09-24 06:25:00,A0380,A0113,5841.12,circular_flow,1
T12159,2024-09-24 06:45:00,A0054,A0270,2120.69,normal,0
T12072,2024-09-24 07:25:00,A0344,A0121,6890.17,normal,0
T4332,2024-09-24 09:09:00,A0307,A0217,3280.78,normal,0
T24297,2024-09-24 09:10:00,A0048,A0412,9636.12,structuring,1
T18213,2024-09-24 09:16:00,A0325,A0290,7185.3,normal,0
T4728,2024-09-24 09:19:00,A0029,A0155,5330.62,normal,0
T15758,2024-09-24 09:19:00,A0199,A0480,9257.74,normal,0
T20877,2024-09-24 09:42:00,A0415,A0102,5511.57,circular_flow,1
T20878,2024-09-24 09:42:00,A0102,A0380,5411.57,circular_flow,1
T20879,2024-09-24 09:42:00,A0380,A0415,5311.57,circular_flow,1
T21074,2024-09-24 09:52:00,A0457,A0457,8763.42,self_loop,1
T10843,2024-09-24 10:10:00,A0078,A0070,6661.91,normal,0
T18452,2024-09-24 10:33:00,A0478,A0327,9010.2,normal,0
T7641,2024-09-24 10:55:00,A0041,A0179,379.94,normal,0
T7690,2024-09-24 10:56:00,A0488,A0186,1002.89,normal,0
T24930,2024-09-24 11:15:00,A0072,A0206,9743.82,structuring,1
T4958,2024-09-24 11:22:00,A0394,A0182,2052.48,normal,0
T15643,2024-09-24 11:41:00,A0312,A0152,9652.23,normal,0
T6736,2024-09-24 11:49:00,A0309,A0331,7464.29,normal,0
T13772,2024-09-24 12:03:00,A0208,A0066,9691.02,normal,0
T15477,2024-09-24 12:04:00,A0064,A0472,425.06,normal,0
T9932,2024-09-24 12:07:00,A0070,A0129,297.7,normal,0
T7848,2024-09-24 12:12:00,A0351,A0421,3231.84,normal,0
T15911,2024-09-24 12:22:00,A0422,A0134,518.44,normal,0
T16427,2024-09-24 12:23:00,A0219,A0003,7247.78,normal,0
T19358,2024-09-24 12:25:00,A0316,A0301,371.07,normal,0
T15158,2024-09-24 12:34:00,A0049,A0180,6106.64,normal,0
T4370,2024-09-24 12:39:00,A0389,A0409,570.11,normal,0
T21850,2024-09-24 12:47:00,A0303,A0303,7764.85,self_loop,1
T19103,2024-09-24 12:55:00,A0496,A0220,6253.88,normal,0
T11922,2024-09-24 12:55:00,A0291,A0313,7002.33,normal,0
T22236,2024-09-24 12:57:00,A0367,A0367,3089.18,self_loop,1
T20942,2024-09-24 13:15:00,A0014,A0004,7633.51,circular_flow,1
T20941,2024-09-24 13:15:00,A0082,A0014,7733.51,circular_flow,1
T20940,2024-09-24 13:15:00,A0004,A0082,7833.51,circular_flow,1
T11374,2024-09-24 13:18:00,A0093,A0385,2580.02,normal,0
T12964,2024-09-24 13:49:00,A0215,A0091,4080.51,normal,0
T19392,2024-09-24 13:51:00,A0140,A0062,5632.13,normal,0
T25166,2024-09-24 13:52:00,A0389,A0082,9822.02,structuring,1
T18195,2024-09-24 13:53:00,A0090,A0239,2328.88,normal,0
T4621,2024-09-24 13:55:00,A0112,A0348,3391.71,normal,0
T15378,2024-09-24 13:55:00,A0252,A0325,1332.99,normal,0
T5824,2024-09-24 14:00:00,A0451,A0083,2175.71,normal,0
T18022,2024-09-24 14:08:00,A0098,A0012,9317.31,normal,0
T1939,2024-09-24 14:17:00,A0363,A0176,1410.17,normal,0
T2727,2024-09-24 14:21:00,A0418,A0104,3918.0,normal,0
T21062,2024-09-24 14:27:00,A0115,A0115,1999.42,self_loop,1
T25341,2024-09-24 14:42:00,A0230,A0484,9441.87,structuring,1
T10290,2024-09-24 14:48:00,A0326,A0325,8132.87,normal,0
T7810,2024-09-24 14:51:00,A0068,A0432,7484.19,normal,0
T682,2024-09-24 14:51:00,A0406,A0055,1345.69,normal,0
T25433,2024-09-24 14:53:00,A0360,A0090,9976.19,structuring,1
T6876,2024-09-24 14:55:00,A0298,A0436,2144.32,normal,0
T7364,2024-09-24 15:08:00,A0114,A0067,1585.95,normal,0
T5418,2024-09-24 15:10:00,A0002,A0027,8916.35,normal,0
T5994,2024-09-24 15:12:00,A0294,A0208,8772.0,normal,0
T24929,2024-09-24 15:19:00,A0280,A0048,9090.02,structuring,1
T19349,2024-09-24 15:25:00,A0423,A0084,5813.16,normal,0
T16248,2024-09-24 15:36:00,A0276,A0207,5688.15,normal,0
T20635,2024-09-24 16:05:00,A0309,A0215,7941.52,circular_flow,1
T20634,2024-09-24 16:05:00,A0380,A0309,8041.52,circular_flow,1
T20636,2024-09-24 16:05:00,A0215,A0380,7841.52,circular_flow,1
T1674,2024-09-24 16:09:00,A0159,A0406,7681.65,normal,0
T11944,2024-09-24 16:14:00,A0020,A0222,9051.2,normal,0
T6540,2024-09-24 16:31:00,A0400,A0265,9704.57,normal,0
T4662,2024-09-24 16:35:00,A0132,A0305,822.44,normal,0
T5545,2024-09-24 16:36:00,A0493,A0230,8311.65,normal,0
T16493,2024-09-24 16:37:00,A0317,A0056,8853.65,normal,0
T9463,2024-09-24 16:40:00,A0338,A0108,1282.49,normal,0
T15815,2024-09-24 16:49:00,A0232,A0242,6530.93,normal,0
T17089,2024-09-24 16:50:00,A0054,A0310,7638.96,normal,0
T964,2024-09-24 16:51:00,A0272,A0244,4328.35,normal,0
T13458,2024-09-24 16:56:00,A0103,A0140,5068.62,normal,0
T1319,2024-09-24 16:57:00,A0066,A0099,4240.3,normal,0
T11732,2024-09-24 17:04:00,A0107,A0178,5980.4,normal,0
T450,2024-09-24 17:05:00,A0170,A0382,870.29,normal,0
T18323,2024-09-24 17:12:00,A0246,A0122,3998.72,normal,0
T17024,2024-09-24 17:18:00,A0312,A0335,2415.0,normal,0
T5473,2024-09-24 17:29:00,A0268,A0335,5419.26,normal,0
T25439,2024-09-24 17:38:00,A0457,A0199,9509.0,structuring,1
T13612,2024-09-24 17:41:00,A0186,A0093,1900.65,normal,0
T7404,2024-09-24 17:42:00,A0487,A0179,3722.89,normal,0
T18658,2024-09-24 17:48:00,A0118,A0137,8540.67,normal,0
T7494,2024-09-24 17:49:00,A0455,A0317,6745.64,normal,0
T13145,2024-09-24 17:54:00,A0303,A0277,1147.95,normal,0
T13957,2024-09-24 17:56:00,A0164,A0461,1373.05,normal,0
T19538,2024-09-24 18:05:00,A0323,A0368,5289.06,normal,0
T8272,2024-09-24 18:19:00,A0392,A0273,8517.14,normal,0
T14022,2024-09-24 19:30:00,A0091,A0472,941.18,normal,0
T5348,2024-09-24 20:08:00,A0439,A0181,4460.59,normal,0
T8279,2024-09-24 20:15:00,A0228,A0449,7296.7,normal,0
T8960,2024-09-24 20:47:00,A0064,A0290,7358.23,normal,0
T21668,2024-09-24 20:57:00,A0389,A0389,8188.08,self_loop,1
T23508,2024-09-25 01:01:00,A0391,A0179,5674.24,after_hours,1
T23468,2024-09-25 01:18:00,A0058,A0415,8945.62,after_hours,1
T22768,2024-09-25 01:50:00,A0415,A0343,6903.71,after_hours,1
T23925,2024-09-25 03:31:00,A0415,A0391,5410.85,after_hours,1
T23869,2024-09-25 04:23:00,A0309,A0472,2185.74,after_hours,1
T23595,2024-09-25 05:10:00,A0143,A0113,2863.8,after_hours,1
T23688,2024-09-25 05:38:00,A0333,A0216,4520.5,after_hours,1
T23047,2024-09-25 05:40:00,A0378,A0079,5957.52,after_hours,1
T23389,2024-09-25 05:43:00,A0328,A0312,5840.46,after_hours,1
T3088,2024-09-25 06:10:00,A0116,A0089,8997.65,normal,0
T7793,2024-09-25 06:53:00,A0236,A0189,4116.58,normal,0
T2925,2024-09-25 07:01:00,A0319,A0468,1215.9,normal,0
T12247,2024-09-25 07:04:00,A0484,A0064,6335.91,normal,0
T11244,2024-09-25 09:08:00,A0030,A0324,6649.12,normal,0
T5278,2024-09-25 09:13:00,A0267,A0092,6542.0,normal,0
T3849,2024-09-25 09:19:00,A0080,A0035,2608.43,normal,0
T5898,2024-09-25 09:27:00,A0128,A0141,8579.04,normal,0
T25239,2024-09-25 09:33:00,A0280,A0457,9699.47,structuring,1
T2919,2024-09-25 09:34:00,A0392,A0139,8724.57,normal,0
T11534,2024-09-25 09:37:00,A0037,A0175,3432.43,normal,0
T14955,2024-09-25 09:48:00,A0248,A0403,8116.33,normal,0
T19405,2024-09-25 09:57:00,A0344,A0232,418.32,normal,0
T15380,2024-09-25 09:57:00,A0062,A0146,6341.12,normal,0
T12946,2024-09-25 10:00:00,A0189,A0425,6507.95,normal,0
T4580,2024-09-25 10:00:00,A0254,A0186,5269.29,normal,0
T562,2024-09-25 10:14:00,A0490,A0095,5254.0,normal,0
T4684,2024-09-25 10:17:00,A0498,A0227,7471.36,normal,0
T13734,2024-09-25 10:18:00,A0042,A0107,8374.89,normal,0
T9527,2024-09-25 10:21:00,A0313,A0119,4134.33,normal,0
T19425,2024-09-25 10:22:00,A0497,A0370,8712.64,normal,0
T16283,2024-09-25 10:24:00,A0402,A0499,5803.5,normal,0
T16138,2024-09-25 10:24:00,A0086,A0070,1199.45,normal,0
T18611,2024-09-25 10:32:00,A0188,A0355,5050.49,normal,0
T268,2024-09-25 10:35:00,A0483,A0499,9824.38,normal,0
T6095,2024-09-25 10:38:00,A0195,A0326,2670.77,normal,0
T12638,2024-09-25 10:38:00,A0004,A0472,9838.85,normal,0
T21437,2024-09-25 11:02:00,A0072,A0072,8952.86,self_loop,1
T16046,2024-09-25 11:17:00,A0096,A0057,4711.57,normal,0
T2370,2024-09-25 11:35:00,A0433,A0264,5315.15,normal,0
T5923,2024-09-25 11:39:00,A0051,A0199,6103.74,normal,0
T14636,2024-09-25 11:46:00,A0290,A0159,8633.68,normal,0
T24680,2024-09-25 11:58:00,A0328,A0454,9849.73,structuring,1
T18332,2024-09-25 12:02:00,A0355,A0405,2532.96,normal,0
T13228,2024-09-25 12:05:00,A0479,A0099,8653.43,normal,0
T12043,2024-09-25 12:06:00,A0318,A0066,3181.69,normal,0
T2899,2024-09-25 12:07:00,A0491,A0440,5373.12,normal,0
T708,2024-09-25 12:07:00,A0029,A0472,7731.92,normal,0
T19690,2024-09-25 12:08:00,A0053,A0215,6552.81,circular_flow,1
T19691,2024-09-25 12:08:00,A0215,A0113,6452.81,circular_flow,1
T19689,2024-09-25 12:08:00,A0113,A0053,6652.81,circular_flow,1
T3718,2024-09-25 12:09:00,A0351,A0354,4646.46,normal,0
T1783,2024-09-25 12:14:00,A0021,A0400,1360.5,normal,0
T24635,2024-09-25 12:18:00,A0080,A0401,9937.81,structuring,1
T362,2024-09-25 12:22:00,A0251,A0271,9662.57,normal,0
T17795,2024-09-25 12:35:00,A0356,A0128,4908.44,normal,0
T13587,2024-09-25 12:38:00,A0207,A0476,3341.91,normal,0
T14309,2024-09-25 12:48:00,A0161,A0009,3191.32,normal,0
T18537,2024-09-25 13:06:00,A0412,A0423,8264.39,normal,0
T13590,2024-09-25 13:07:00,A0099,A0096,6158.58,normal,0
T2411,2024-09-25 13:17:00,A0475,A0374,9424.09,normal,0
T18790,2024-09-25 13:20:00,A0359,A0472,481.62,normal,0
T5489,2024-09-25 13:23:00,A0150,A0052,7218.52,normal,0
T17352,2024-09-25 13:28:00,A0266,A0426,2457.14,normal,0
T4179,2024-09-25 13:42:00,A0383,A0416,5645.56,normal,0
T12010,2024-09-25 13:43:00,A0211,A0274,3578.17,normal,0
T2405,2024-09-25 13:43:00,A0416,A0482,6891.54,normal,0
T13512,2024-09-25 13:51:00,A0312,A0244,374.94,normal,0
T793,2024-09-25 13:52:00,A0434,A0088,2894.35,normal,0
T179,2024-09-25 14:04:00,A0287,A0427,6713.68,normal,0
T21777,2024-09-25 14:07:00,A0120,A0120,7387.9,self_loop,1
T19305,2024-09-25 14:07:00,A0349,A0465,5460.37,normal,0
T19478,2024-09-25 14:12:00,A0211,A0238,5355.14,normal,0
T24401,2024-09-25 14:31:00,A0389,A0406,9870.29,structuring,1
T9422,2024-09-25 14:46:00,A0210,A0033,517.1,normal,0
T10014,2024-09-25 14:51:00,A0245,A0179,2849.53,normal,0
T9365,2024-09-25 14:59:00,A0062,A0302,3967.19,normal,0
T20611,2024-09-25 15:06:00,A0360,A0446,5267.72,circular_flow,1
T20610,2024-09-25 15:06:00,A0491,A0360,5367.72,circular_flow,1
T20612,2024-09-25 15:06:00,A0446,A0491,5167.72,circular_flow,1
T2742,2024-09-25 15:12:00,A0354,A0089,1239.92,normal,0
T10876,2024-09-25 15:15:00,A0475,A0158,4662.06,normal,0
T21842,2024-09-25 15:34:00,A0175,A0175,3673.14,self_loop,1
T14223,2024-09-25 15:39:00,A0398,A0324,5375.67,normal,0
T11348,2024-09-25 15:53:00,A0082,A0464,8416.92,normal,0
T8538,2024-09-25 16:07:00,A0210,A0311,8411.1,normal,0
T18338,2024-09-25 16:08:00,A0213,A0076,8979.37,normal,0
T3105,2024-09-25 16:08:00,A0354,A0118,8614.59,normal,0
T7409,2024-09-25 16:23:00,A0468,A0022,4868.08,normal,0
T6659,2024-09-25 16:23:00,A0235,A0021,6745.33,normal,0
T9913,2024-09-25 16:26:00,A0066,A0403,2777.41,normal,0
T14275,2024-09-25 16:31:00,A0456,A0074,2967.6,normal,0
T8464,2024-09-25 16:31:00,A0395,A0468,4533.67,normal,0
T11630,2024-09-25 16:42:00,A0451,A0074,7446.12,normal,0
T12226,2024-09-25 16:45:00,A0197,A0101,8276.88,normal,0
T18318,2024-09-25 16:50:00,A0345,A0247,6007.27,normal,0
T24374,2024-09-25 16:54:00,A0333,A0327,9659.74,structuring,1
T6691,2024-09-25 16:58:00,A0005,A0406,7188.46,normal,0
T16916,2024-09-25 16:59:00,A0262,A0317,6924.4,normal,0
T11971,2024-09-25 17:11:00,A0320,A0190,2192.28,normal,0
T17727,2024-09-25 17:12:00,A0482,A0421,8069.84,normal,0
T6127,2024-09-25 17:34:00,A0163,A0100,979.6,normal,0
T14107,2024-09-25 17:58:00,A0257,A0103,569.21,normal,0
T10069,2024-09-25 17:58:00,A0255,A0397,4159.44,normal,0
T12525,2024-09-25 18:03:00,A0290,A0136,2803.18,normal,0
T11433,2024-09-25 18:08:00,A0385,A0470,7612.46,normal,0
T3394,2024-09-25 18:59:00,A0498,A0104,7729.44,normal,0
T16701,2024-09-25 19:40:00,A0160,A0093,4483.81,normal,0
T13185,2024-09-25 20:44:00,A0417,A0105,8124.33,normal,0
T1250,2024-09-25 20:48:00,A0435,A0082,9911.53,normal,0
T22764,2024-09-26 00:13:00,A0391,A0490,6850.37,after_hours,1
T22980,2024-09-26 01:24:00,A0328,A0458,8499.03,after_hours,1
T23694,2024-09-26 02:34:00,A0173,A0350,5581.73,after_hours,1
T23480,2024-09-26 05:36:00,A0004,A0313,6702.01,after_hours,1
T1312,2024-09-26 06:11:00,A0057,A0138,3699.4,normal,0
T17359,2024-09-26 06:42:00,A0260,A0107,2758.03,normal,0
T717,2024-09-26 08:09:00,A0395,A0157,1775.63,normal,0
T21190,2024-09-26 08:34:00,A0143,A0143,6086.75,self_loop,1
T7323,2024-09-26 08:39:00,A0282,A0263,9881.63,normal,0
T22493,2024-09-26 08:40:00,A0358,A0358,5513.26,self_loop,1
T21384,2024-09-26 09:01:00,A0328,A0328,3810.08,self_loop,1
T6487,2024-09-26 09:05:00,A0028,A0339,8300.56,normal,0
T13831,2024-09-26 09:07:00,A0474,A0145,1980.19,normal,0
T6098,2024-09-26 09:09:00,A0134,A0118,2718.54,normal,0
T908,2024-09-26 09:13:00,A0191,A0007,2918.04,normal,0
T14746,2024-09-26 09:33:00,A0186,A0258,1447.65,normal,0
T15785,2024-09-26 09:40:00,A0378,A0248,5014.26,normal,0
T7792,2024-09-26 09:49:00,A0006,A0102,8017.62,normal,0
T17122,2024-09-26 09:51:00,A0328,A0164,8523.61,normal,0
T453,2024-09-26 09:55:00,A0212,A0253,8829.53,normal,0
T8948,2024-09-26 09:56:00,A0263,A0424,7478.48,normal,0
T13297,2024-09-26 09:57:00,A0060,A0483,2509.82,normal,0
T24213,2024-09-26 10:04:00,A0141,A0451,9597.54,structuring,1
T25198,2024-09-26 10:06:00,A0072,A0015,9139.06,structuring,1
T8428,2024-09-26 10:33:00,A0246,A0498,3432.88,normal,0
T6475,2024-09-26 10:36:00,A0149,A0243,8875.09,normal,0
T10689,2024-09-26 10:45:00,A0248,A0074,4440.53,normal,0
T8233,2024-09-26 11:22:00,A0344,A0156,1639.37,normal,0
T11149,2024-09-26 11:35:00,A0090,A0105,2283.75,normal,0
T19537,2024-09-26 11:43:00,A0205,A0110,5972.42,normal,0
T10801,2024-09-26 11:56:00,A0032,A0120,181.89,normal,0
T13325,2024-09-26 12:00:00,A0031,A0319,5607.94,normal,0
T19126,2024-09-26 12:11:00,A0066,A0325,5259.52,normal,0
T7257,2024-09-26 12:12:00,A0375,A0428,183.1,normal,0
T9919,2024-09-26 12:15:00,A0062,A0192,3804.03,normal,0
T17497,2024-09-26 12:16:00,A0238,A0227,1635.35,normal,0
T24721,2024-09-26 12:30:00,A0072,A0136,9736.57,structuring,1
T22497,2024-09-26 12:40:00,A0113,A0113,2602.8,self_loop,1
T2592,2024-09-26 12:46:00,A0185,A0230,6236.76,normal,0
T7264,2024-09-26 12:50:00,A0453,A0312,2235.94,normal,0
T18883,2024-09-26 12:53:00,A0484,A0186,9433.21,normal,0
T7702,2024-09-26 13:06:00,A0008,A0410,7685.91,normal,0
T19214,2024-09-26 13:13:00,A0284,A0451,5934.1,normal,0
T18413,2024-09-26 13:22:00,A0056,A0030,3961.39,normal,0
T15913,2024-09-26 13:23:00,A0272,A0018,9148.34,normal,0
T11784,2024-09-26 13:36:00,A0066,A0487,5806.88,normal,0
T4013,2024-09-26 13:50:00,A0231,A0186,2970.31,normal,0
T11707,2024-09-26 14:05:00,A0500,A0247,801.13,normal,0
T14860,2024-09-26 14:08:00,A0155,A0072,8609.85,normal,0
T11999,2024-09-26 14:16:00,A0012,A0362,4497.24,normal,0
T21714,2024-09-26 14:31:00,A0389,A0389,3577.3,self_loop,1
T10032,2024-09-26 14:48:00,A0223,A0016,673.13,normal,0
T7548,2024-09-26 14:57:00,A0319,A0040,840.53,normal,0
T5765,2024-09-26 15:01:00,A0428,A0268,2497.6,normal,0
T10177,2024-09-26 15:03:00,A0482,A0195,5173.73,normal,0
T24813,2024-09-26 15:05:00,A0120,A0389,9960.74,structuring,1
T22267,2024-09-26 15:15:00,A0112,A0112,6208.95,self_loop,1
T10698,2024-09-26 15:19:00,A0389,A0496,2536.3,normal,0
T5633,2024-09-26 15:31:00,A0192,A0372,8948.35,normal,0
T22054,2024-09-26 15:34:00,A0360,A0360,4291.83,self_loop,1
T4682,2024-09-26 15:47:00,A0253,A0337,4300.54,normal,0
T15640,2024-09-26 15:52:00,A0401,A0081,4959.07,normal,0
T24689,2024-09-26 16:03:00,A0072,A0351,9471.42,structuring,1
T11977,2024-09-26 16:03:00,A0343,A0190,9286.18,normal,0
T11300,2024-09-26 16:18:00,A0495,A0255,1982.32,normal,0
T15465,2024-09-26 16:28:00,A0096,A0099,7824.31,normal,0
T4759,2024-09-26 16:41:00,A0495,A0125,8716.37,normal,0
T6504,2024-09-26 16:55:00,A0275,A0396,2425.24,normal,0
T14222,2024-09-26 17:00:00,A0193,A0173,6509.96,normal,0
T5159,2024-09-26 17:05:00,A0214,A0204,1143.02,normal,0
T24800,2024-09-26 17:10:00,A0102,A0432,9309.22,structuring,1
T17244,2024-09-26 17:10:00,A0247,A0242,8044.06,normal,0
T6911,2024-09-26 17:13:00,A0413,A0106,427.55,normal,0
T25480,2024-09-26 17:18:00,A0302,A0088,9898.49,structuring,1
T15308,2024-09-26 17:18:00,A0199,A0440,3730.12,normal,0
T21111,2024-09-26 17:25:00,A0358,A0358,2306.13,self_loop,1
T7048,2024-09-26 17:25:00,A0296,A0456,7198.65,normal,0
T21099,2024-09-26 17:27:00,A0367,A0367,7830.21,self_loop,1
T18557,2024-09-26 17:29:00,A0465,A0497,1002.98,normal,0
T1472,2024-09-26 17:34:00,A0258,A0086,7574.43,normal,0
T7768,2024-09-26 17:38:00,A0216,A0418,4427.19,normal,0
T774,2024-09-26 18:24:00,A0170,A0410,9170.25,normal,0
T19427,2024-09-26 18:43:00,A0299,A0142,3724.15,normal,0
T3680,2024-09-26 19:07:00,A0003,A0124,5666.06,normal,0
T3883,2024-09-26 20:02:00,A0481,A0063,1533.01,normal,0
T21116,2024-09-26 20:20:00,A0175,A0175,2837.61,self_loop,1
T21302,2024-09-26 20:43:00,A0328,A0328,1254.6,self_loop,1
T23374,2024-09-27 00:38:00,A0457,A0166,6771.66,after_hours,1
T22994,2024-09-27 02:05:00,A0113,A0443,7695.32,after_hours,1
T23447,2024-09-27 03:10:00,A0173,A0460,7452.74,after_hours,1
T23361,2024-09-27 03:48:00,A0013,A0023,5542.67,after_hours,1
T23124,2024-09-27 04:25:00,A0112,A0149,7207.68,after_hours,1
T23933,2024-09-27 04:55:00,A0017,A0340,2375.65,after_hours,1
T23463,2024-09-27 05:12:00,A0143,A0136,2309.79,after_hours,1
T23915,2024-09-27 05:16:00,A0004,A0461,6957.04,after_hours,1
T23452,2024-09-27 05:23:00,A0491,A0447,2558.97,after_hours,1
T23522,2024-09-27 05:28:00,A0141,A0347,3332.94,after_hours,1
T14216,2024-09-27 06:57:00,A0316,A0332,5495.78,normal,0
T13875,2024-09-27 07:32:00,A0377,A0485,9630.67,normal,0
T24617,2024-09-27 08:00:00,A0102,A0493,9598.04,structuring,1
T16620,2024-09-27 08:44:00,A0340,A0241,6521.59,normal,0
T25358,2024-09-27 08:50:00,A0360,A0157,9344.98,structuring,1
T25547,2024-09-27 09:03:00,A0115,A0304,9542.05,structuring,1
T315,2024-09-27 09:10:00,A0421,A0251,9668.43,normal,0
T4724,2024-09-27 09:11:00,A0306,A0330,5972.37,normal,0
T16920,2024-09-27 09:13:00,A0452,A0250,3359.03,normal,0
T1470,2024-09-27 09:15:00,A0390,A0437,196.37,normal,0
T18061,2024-09-27 09:31:00,A0202,A0498,7759.23,normal,0
T12052,2024-09-27 09:33:00,A0085,A0242,5145.73,normal,0
T2728,2024-09-27 09:37:00,A0017,A0012,4126.39,normal,0
T24578,2024-09-27 09:55:00,A0280,A0462,9227.62,structuring,1
T12593,2024-09-27 09:58:00,A0386,A0185,1673.4,normal,0
T6507,2024-09-27 10:06:00,A0250,A0218,7031.66,normal,0
T896,2024-09-27 10:10:00,A0395,A0433,568.46,normal,0
T8717,2024-09-27 10:13:00,A0013,A0395,5337.57,normal,0
T18490,2024-09-27 10:13:00,A0267,A0169,5195.56,normal,0
T1483,2024-09-27 10:22:00,A0251,A0157,150.39,normal,0
T25188,2024-09-27 10:22:00,A0259,A0208,9907.82,structuring,1
T4723,2024-09-27 10:28:00,A0184,A0436,9646.84,normal,0
T3880,2024-09-27 10:29:00,A0473,A0480,9477.12,normal,0
T12704,2024-09-27 10:35:00,A0059,A0173,4745.32,normal,0
T6082,2024-09-27 10:35:00,A0192,A0359,5772.83,normal,0
T11753,2024-09-27 11:01:00,A0071,A0492,8664.31,normal,0
T24647,2024-09-27 11:02:00,A0141,A0260,9628.08,structuring,1
T3538,2024-09-27 11:12:00,A0148,A0429,2526.12,normal,0
T13150,2024-09-27 11:15:00,A0059,A0130,3104.72,normal,0
T2353,2024-09-27 11:15:00,A0304,A0202,2041.46,normal,0
T17347,2024-09-27 11:20:00,A0303,A0185,3698.85,normal,0
T2723,2024-09-27 11:24:00,A0082,A0062,5902.33,normal,0
T5142,2024-09-27 11:46:00,A0048,A0375,2729.1,normal,0
T18532,2024-09-27 11:52:00,A0270,A0229,4066.32,normal,0
T19881,2024-09-27 11:56:00,A0309,A0072,9121.89,circular_flow,1
T19883,2024-09-27 11:56:00,A0195,A0309,8921.89,circular_flow,1
